,,Total Vote,B,T,P,Margin,Margin (%),,Biden,Trump,Pierce,Other,Biden,Trump,Pierce,Jorgensen,Hawkins,Blankenship,de la Fuente,West,La Riva,Write-ins,Kennedy,Myers,Carroll,Collins,Huber,Segal,Janos,Kopitke,Hunter,Kishore,Hammons,Boddie,Charles,Duncan,Hoefling,Jacob-Fambro,King,LaFontaine,McCormic,McHugh,Paige,Scalf,Scott,Simmons,Swing,Tittle,None,Gammon,,J,H,B,d,Jorgensen,Hawkins,Blankenship,de la Fuente,,,,CD,,ST,CTY,FIPS,FIPS2010,LSAD_TRANS,Blank/Under,Void/Over,,,,,,,,,,Total Vote (county report),Total Write-ins,Other,,Qualified Write-ins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clayton,GA,"112,344",,,0,"79,663",70.91%,,84.99%,14.08%,0.00%,0.94%,"95,476","15,813",,"1,055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clinch,GA,"2,864",,,0,"1,358",47.42%,,26.08%,73.50%,0.00%,0.42%,747,"2,105",,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cobb,GA,"393,746",,,0,"56,387",14.32%,,56.34%,42.02%,0.00%,1.64%,"221,846","165,459",,"6,441",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coffee,GA,"15,214",,,0,"6,067",39.88%,,29.65%,69.53%,0.00%,0.82%,"4,511","10,578",,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colquitt,GA,"16,083",,,0,"7,590",47.19%,,26.03%,73.23%,0.00%,0.74%,"4,187","11,777",,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Columbia,GA,"80,579",,,0,"20,777",25.78%,,36.28%,62.07%,0.00%,1.65%,"29,236","50,013",,"1,330",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cook,GA,"7,035",,,0,"2,841",40.38%,,29.27%,69.65%,0.00%,1.08%,"2,059","4,900",,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coweta,GA,"76,799",,,0,"27,291",35.54%,,31.52%,67.06%,0.00%,1.42%,"24,210","51,501",,"1,088",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crawford,GA,"6,102",,,0,"2,813",46.10%,,26.47%,72.57%,0.00%,0.97%,"1,615","4,428",,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crisp,GA,"8,039",,,0,"2,001",24.89%,,37.14%,62.04%,0.00%,0.82%,"2,986","4,987",,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dade,GA,"7,434",,,0,"4,805",64.64%,,16.96%,81.60%,0.00%,1.44%,"1,261","6,066",,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dawson,GA,"16,081",,,0,"10,912",67.86%,,15.46%,83.32%,0.00%,1.23%,"2,486","13,398",,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Decatur,GA,"11,627",,,0,"1,978",17.01%,,41.11%,58.12%,0.00%,0.77%,"4,780","6,758",,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeKalb,GA,"370,804",,,0,"249,854",67.38%,,83.12%,15.74%,0.00%,1.13%,"308,227","58,373",,"4,204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dodge,GA,"8,070",,,0,"3,672",45.50%,,26.90%,72.40%,0.00%,0.69%,"2,171","5,843",,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dooly,GA,"4,105",,,0,248,6.04%,,46.55%,52.59%,0.00%,0.85%,"1,911","2,159",,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dougherty,GA,"35,311",,,0,"14,123",40.00%,,69.60%,29.61%,0.00%,0.79%,"24,577","10,454",,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Douglas,GA,"69,097",,,0,"17,358",25.12%,,61.95%,36.83%,0.00%,1.21%,"42,809","25,451",,837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Early,GA,"5,187",,,0,285,5.49%,,46.98%,52.48%,0.00%,0.54%,"2,437","2,722",,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Echols,GA,"1,441",,,0,"1,089",75.57%,,11.59%,87.16%,0.00%,1.25%,167,"1,256",,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Effingham,GA,"31,570",,,0,"15,638",49.53%,,24.45%,73.99%,0.00%,1.56%,"7,720","23,358",,492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elbert,GA,"9,171",,,0,"3,347",36.50%,,31.39%,67.89%,0.00%,0.72%,"2,879","6,226",,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emanuel,GA,"9,501",,,0,"3,667",38.60%,,30.35%,68.95%,0.00%,0.69%,"2,884","6,551",,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evans,GA,"4,247",,,0,"1,564",36.83%,,31.17%,68.00%,0.00%,0.82%,"1,324","2,888",,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fannin,GA,"14,850",,,0,"9,598",64.63%,,17.31%,81.95%,0.00%,0.74%,"2,571","12,169",,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fayette,GA,"71,993",,,0,"4,887",6.79%,,45.93%,52.72%,0.00%,1.36%,"33,065","37,952",,976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Floyd,GA,"41,648",,,0,"17,115",41.09%,,28.83%,69.93%,0.00%,1.24%,"12,008","29,123",,517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forsyth,GA,"129,305",,,0,"42,919",33.19%,,32.64%,65.83%,0.00%,1.53%,"42,203","85,122",,"1,980",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franklin,GA,"10,765",,,0,"7,476",69.45%,,14.80%,84.25%,0.00%,0.96%,"1,593","9,069",,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fulton,GA,"524,659",,,0,"243,904",46.49%,,72.65%,26.16%,0.00%,1.20%,"381,144","137,240",,"6,275",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gilmer,GA,"16,525",,,0,"10,497",63.52%,,17.74%,81.26%,0.00%,0.99%,"2,932","13,429",,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glascock,GA,"1,566",,,0,"1,248",79.69%,,9.90%,89.59%,0.00%,0.51%,155,"1,403",,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glynn,GA,"41,984",,,0,"9,737",23.19%,,37.82%,61.01%,0.00%,1.16%,"15,879","25,616",,489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gordon,GA,"24,033",,,0,"15,021",62.50%,,18.24%,80.74%,0.00%,1.02%,"4,384","19,405",,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grady,GA,"10,707",,,0,"3,415",31.90%,,33.80%,65.70%,0.00%,0.50%,"3,619","7,034",,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greene,GA,"11,247",,,0,"2,980",26.50%,,36.35%,62.84%,0.00%,0.81%,"4,088","7,068",,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gwinnett,GA,"413,865",,,0,"75,414",18.22%,,58.43%,40.21%,0.00%,1.36%,"241,827","166,413",,"5,625",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Habersham,GA,"20,432",,,0,"13,074",63.99%,,17.44%,81.43%,0.00%,1.14%,"3,563","16,637",,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hall,GA,"90,523",,,0,"39,139",43.24%,,27.65%,70.89%,0.00%,1.46%,"25,031","64,170",,"1,322",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hancock,GA,"4,165",,,0,"1,826",43.84%,,71.67%,27.83%,0.00%,0.50%,"2,985","1,159",,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haralson,GA,"14,248",,,0,"10,539",73.97%,,12.58%,86.55%,0.00%,0.88%,"1,792","12,331",,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harris,GA,"19,991",,,0,"8,862",44.33%,,27.30%,71.63%,0.00%,1.08%,"5,457","14,319",,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hart,GA,"12,727",,,0,"6,307",49.56%,,24.81%,74.36%,0.00%,0.83%,"3,157","9,464",,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heard,GA,"5,391",,,0,"3,692",68.48%,,15.28%,83.77%,0.00%,0.95%,824,"4,516",,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henry,GA,"122,742",,,0,"25,089",20.44%,,59.70%,39.26%,0.00%,1.04%,"73,276","48,187",,"1,279",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Houston,GA,"74,823",,,0,"9,302",12.43%,,43.08%,55.51%,0.00%,1.41%,"32,232","41,534",,"1,057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Irwin,GA,"4,168",,,0,"2,126",51.01%,,24.18%,75.19%,0.00%,0.62%,"1,008","3,134",,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jackson,GA,"37,670",,,0,"21,855",58.02%,,20.29%,78.30%,0.00%,1.41%,"7,642","29,497",,531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jasper,GA,"7,644",,,0,"4,061",53.13%,,23.04%,76.16%,0.00%,0.80%,"1,761","5,822",,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeff Davis,GA,"5,771",,,0,"3,667",63.54%,,17.81%,81.36%,0.00%,0.83%,"1,028","4,695",,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jefferson,GA,"7,642",,,0,524,6.86%,,53.14%,46.28%,0.00%,0.58%,"4,061","3,537",,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jenkins,GA,"3,455",,,0,895,25.90%,,36.64%,62.55%,0.00%,0.81%,"1,266","2,161",,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Johnson,GA,"4,100",,,0,"1,628",39.71%,,29.80%,69.51%,0.00%,0.68%,"1,222","2,850",,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jones,GA,"14,966",,,0,"5,077",33.92%,,32.66%,66.58%,0.00%,0.76%,"4,888","9,965",,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamar,GA,"9,039",,,0,"3,715",41.10%,,28.93%,70.03%,0.00%,1.04%,"2,615","6,330",,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lanier,GA,"3,576",,,0,"1,490",41.67%,,28.50%,70.16%,0.00%,1.34%,"1,019","2,509",,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurens,GA,"22,729",,,0,"6,420",28.25%,,35.52%,63.76%,0.00%,0.72%,"8,073","14,493",,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lee,GA,"16,714",,,0,"7,449",44.57%,,27.27%,71.84%,0.00%,0.89%,"4,558","12,007",,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liberty,GA,"21,389",,,0,"5,140",24.03%,,61.24%,37.21%,0.00%,1.55%,"13,099","7,959",,331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lincoln,GA,"4,650",,,0,"1,744",37.51%,,30.86%,68.37%,0.00%,0.77%,"1,435","3,179",,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long,GA,"5,656",,,0,"1,495",26.43%,,35.94%,62.38%,0.00%,1.68%,"2,033","3,528",,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lowndes,GA,"46,355",,,0,"5,574",12.02%,,43.40%,55.42%,0.00%,1.18%,"20,117","25,691",,547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lumpkin,GA,"15,531",,,0,"9,037",58.19%,,20.13%,78.31%,0.00%,1.56%,"3,126","12,163",,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McDuffie,GA,"10,455",,,0,"2,001",19.14%,,39.87%,59.01%,0.00%,1.13%,"4,168","6,169",,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McIntosh,GA,"6,696",,,0,"1,404",20.97%,,39.01%,59.98%,0.00%,1.02%,"2,612","4,016",,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macon,GA,"4,662",,,0,"1,074",23.04%,,61.28%,38.25%,0.00%,0.47%,"2,857","1,783",,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madison,GA,"14,937",,,0,"7,915",52.99%,,22.84%,75.83%,0.00%,1.34%,"3,411","11,326",,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marion,GA,"3,624",,,0,964,26.60%,,36.18%,62.78%,0.00%,1.05%,"1,311","2,275",,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meriwether,GA,"10,877",,,0,"2,237",20.57%,,39.41%,59.98%,0.00%,0.61%,"4,287","6,524",,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miller,GA,"2,835",,,0,"1,317",46.46%,,26.42%,72.87%,0.00%,0.71%,749,"2,066",,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitchell,GA,"8,963",,,0,940,10.49%,,44.57%,55.06%,0.00%,0.37%,"3,995","4,935",,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monroe,GA,"15,592",,,0,"6,676",42.82%,,28.12%,70.93%,0.00%,0.95%,"4,384","11,060",,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montgomery,GA,"3,966",,,0,"1,981",49.95%,,24.68%,74.63%,0.00%,0.68%,979,"2,960",,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morgan,GA,"11,707",,,0,"4,875",41.64%,,28.66%,70.30%,0.00%,1.04%,"3,355","8,230",,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Murray,GA,"15,389",,,0,"10,641",69.15%,,14.96%,84.11%,0.00%,0.94%,"2,302","12,943",,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Muscogee,GA,"80,543",,,0,"19,480",24.19%,,61.49%,37.31%,0.00%,1.20%,"49,529","30,049",,965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Newton,GA,"54,239",,,0,"5,925",10.92%,,54.93%,44.01%,0.00%,1.06%,"29,794","23,869",,576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oconee,GA,"25,168",,,0,"8,433",33.51%,,32.43%,65.94%,0.00%,1.63%,"8,162","16,595",,411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oglethorpe,GA,"8,131",,,0,"3,157",38.83%,,29.96%,68.79%,0.00%,1.25%,"2,436","5,593",,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paulding,GA,"85,385",,,0,"24,821",29.07%,,34.79%,63.86%,0.00%,1.35%,"29,704","54,525",,"1,156",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peach,GA,"12,545",,,0,582,4.64%,,47.19%,51.83%,0.00%,0.98%,"5,920","6,502",,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
